pseudocode,building_status,no_building_blocks,pucca_building_blocks,boundary_wall,total_class_rooms,other_rooms,classrooms_in_good_condition,classrooms_needs_minor_repair,classrooms_needs_major_repair,separate_room_for_hm,total_boys_toilet,total_boys_func_toilet,total_girls_toilet,total_girls_func_toilet,total_boys_cwsn_toilet,func_boys_cwsn_friendly,total_girls_cwsn_toilet,func_girls_cwsn_friendly,urinal_boys,urinal_girls,handwash_near_toilet,hand_pump_yn,well_prot_yn,tap_yn,othsrc_yn,well_unprot_yn,pack_water_yn,hand_pump_fun_yn,well_prot_fun_yn,tap_fun_yn,othsrc_fun_yn,well_unprot_fun_yn,pack_water_fun_yn,rain_water_harvesting,handwash_facility_for_meal,electricity_availability,solar_panel,library_availability,book_bank,reading_corner,playground_available,playground_alt_yn,medical_checkups,availability_ramps,availability_of_handrails,furniture_availability,phy_lab_cond,chem_lab_cond,bio_lab_cond,math_lab_cond,lang_lab_cond,geo_lab_cond,home_sc_lab_cond,psycho_lab_cond,comp_lab_cond,comp_ict_lab_yn,ict_lab_yn,laptop,tablet,desktop,digiboard,teachdev_tot,server_tot,smart_class_tv_tot,projector,printer,internet,dth,spl_educator_yn,infra_score,toilet_functionality_ratio,cwsn_ready
5600082,2,1,1,3,3,4,3,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,2,2,2,2,2,1,9,9,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,2,1,2,2,4,1.0,True
3667114,2,2,2,1,9,8,9,0,0,1,1,1,2,2,0,0,0,0,3,2,1,1,2,1,2,2,2,1,9,1,9,9,9,2,1,1,1,1,2,1,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,2,9,1,0,3,0,0,0,0,0,1,1,2,3,4,1.0,False
5823319,1,2,1,5,4,1,0,4,0,2,1,1,1,1,0,0,0,0,1,1,1,1,2,2,2,2,2,1,9,9,9,9,9,2,1,2,2,2,2,2,2,2,2,2,9,2,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,0,1,1,1,2,3,1,1.0,False
7343155,1,1,1,1,10,2,10,0,0,1,1,1,2,2,0,0,0,0,2,3,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,2,2,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,2,1.0,False
5764675,3,5,4,7,4,3,4,0,0,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,9,1,9,9,9,1,1,1,2,1,2,2,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,2,3,4,0.5,True
7819133,3,3,3,5,3,0,3,0,0,2,1,1,1,1,0,0,0,0,1,1,1,1,2,2,2,2,2,1,9,9,9,9,9,2,1,1,2,1,2,2,2,2,2,1,1,3,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,1,1,3,3,1.0,False
7736141,3,2,2,5,2,1,1,0,1,2,0,0,0,0,1,1,1,1,3,3,1,1,2,1,2,2,2,1,9,1,9,9,9,2,1,1,2,1,1,2,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,1,2,3,3,,True
9829590,3,2,1,5,2,0,0,0,2,2,1,1,1,0,0,0,0,0,3,4,2,2,2,1,2,2,2,9,9,1,9,9,9,2,2,1,2,1,2,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,2,3,0.5,False
8592979,3,5,2,5,4,1,2,1,1,2,1,1,1,1,0,0,0,0,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,2,1.0,False
2683112,2,5,4,5,5,0,5,0,0,1,1,1,1,1,0,0,0,0,4,4,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,1,2,2,4,1.0,False
2387938,1,15,11,1,15,2,15,0,0,1,2,2,2,2,0,0,0,0,2,2,1,1,2,1,2,2,2,1,9,1,9,9,9,1,1,1,2,1,1,1,1,9,2,2,9,2,1,1,1,1,1,1,3,3,3,2,9,0,0,1,0,0,0,0,1,1,1,2,3,4,1.0,False
4910591,3,1,1,1,7,1,5,2,0,1,1,1,1,1,0,0,0,0,1,1,1,1,2,2,2,2,2,1,9,9,9,9,9,1,1,1,2,2,1,1,1,9,1,1,2,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,1,2,1.0,False
9652023,3,2,2,1,14,0,14,0,0,2,4,4,4,4,1,1,0,0,6,6,1,2,2,1,2,2,2,9,9,1,9,9,9,3,1,1,3,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,2,31,30,0,0,0,0,0,1,0,1,2,3,4,1.0,True
7511816,1,8,8,3,8,2,8,0,0,1,3,3,3,3,0,0,0,0,3,3,1,2,1,2,2,2,2,9,1,9,9,9,9,2,1,1,2,1,1,2,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,1,9,0,0,5,0,0,0,0,0,1,1,2,3,4,1.0,False
8911651,3,1,1,7,1,6,1,0,0,1,1,1,1,1,1,1,0,0,2,2,1,1,2,2,2,2,2,1,9,9,9,9,9,1,1,3,2,1,2,1,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,0,2,0,0,0,0,0,0,0,1,2,3,5,1.0,True
1384422,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,1,9,2,2,9,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,2,1,,False
4407874,1,2,2,3,14,14,14,0,0,1,10,10,8,8,1,1,1,1,10,8,1,1,1,1,2,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,0,1,0,0,0,1,3,1,1,2,3,4,1.0,False
7838794,3,7,3,1,7,5,5,2,0,2,2,2,2,2,0,0,0,0,3,3,1,2,2,1,2,2,2,9,9,1,9,9,9,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,3,3,1.0,False
4108123,3,1,1,1,4,0,2,0,2,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,9,9,1,9,9,9,2,1,2,2,1,2,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,0,2,0,0,0,0,0,0,0,2,2,3,2,1.0,False
7348168,2,1,0,1,5,0,5,0,0,1,1,1,1,1,0,0,0,0,3,2,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,1,2,2,4,1.0,False
4090666,3,2,2,5,15,4,15,0,0,2,2,2,2,2,1,1,1,1,5,5,1,1,2,1,2,2,1,1,2,1,2,2,1,2,1,1,2,1,2,2,1,2,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,10,0,1,1,2,1,2,2,4,1.0,True
1847248,2,14,14,1,14,6,14,0,0,1,5,1,5,2,0,0,0,0,5,5,1,2,2,1,2,2,2,9,9,1,9,9,9,2,1,1,2,1,2,1,1,9,2,1,2,1,0,0,0,0,0,0,0,0,0,2,9,1,0,1,0,0,1,0,0,1,1,1,3,4,0.3,False
3269159,3,11,6,1,11,0,6,5,0,2,3,1,1,1,0,0,1,1,6,6,1,2,2,1,2,2,2,9,9,1,9,9,9,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3,1,16,0,16,0,3,3,1,1,1,3,4,0.5,True
5850045,1,2,2,1,33,8,33,0,0,1,14,14,14,14,1,1,1,1,14,14,1,1,2,1,2,2,2,1,9,1,9,9,9,1,1,1,2,1,1,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,0,15,0,1,1,1,1,1,1,1,1,4,1.0,True
9749265,3,1,1,5,2,1,2,0,0,2,1,1,1,1,1,1,0,0,2,1,1,1,2,2,2,2,2,1,9,9,9,9,9,1,1,1,2,1,1,1,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,2,2,3,2,1.0,True
5918736,2,1,1,3,10,4,10,0,0,1,1,1,2,2,0,0,0,0,8,12,1,2,2,1,2,2,2,9,9,1,9,9,9,3,1,1,2,1,2,2,1,9,1,1,1,1,2,2,2,3,4,4,4,4,4,2,2,0,0,2,0,2,0,0,0,1,1,2,3,4,1.0,False
3267548,3,1,1,4,2,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,9,9,9,9,9,1,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,1,2,3,4,1.0,True
4498147,1,1,1,1,1,0,1,0,0,2,1,0,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,9,9,1,9,9,9,2,1,1,2,2,2,2,2,2,1,2,9,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,1,0.5,False
3270940,3,2,2,5,5,1,4,1,0,2,1,1,1,1,0,0,0,0,2,2,1,1,2,2,1,2,2,1,9,9,1,9,9,2,1,1,2,1,2,1,2,2,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,2,2,1.0,False
3609299,3,4,4,1,5,5,5,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,2,1,2,2,2,1,9,1,9,9,9,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,1,2,3,4,1.0,False
7400568,2,3,3,1,15,5,15,0,0,1,4,4,4,4,0,0,0,0,5,5,1,1,1,1,2,2,2,1,1,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,3,0,3,0,1,0,2,3,1,1,1,3,4,1.0,False
6057628,3,2,0,1,4,0,2,0,2,2,1,1,1,1,0,0,0,0,1,2,1,1,1,1,2,2,2,1,1,1,9,9,9,3,1,1,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,0,2,2,3,2,1.0,False
4577353,3,2,2,1,5,5,5,0,0,2,1,1,2,2,0,0,0,0,4,4,1,1,2,1,2,2,2,1,9,1,9,9,9,2,1,1,2,1,1,2,2,2,1,1,1,3,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,1,2,3,3,1.0,False
9203267,3,1,1,2,5,0,0,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,9,9,9,9,9,2,2,1,2,2,2,2,2,2,1,2,9,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,3,1,1.0,False
6106071,3,3,3,1,3,2,3,0,0,1,1,1,1,1,1,1,0,0,2,2,1,1,2,2,2,2,2,1,9,9,9,9,9,2,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,1,2,3,1.0,True
9080794,3,1,1,5,2,1,1,0,1,2,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,9,9,1,9,9,9,2,1,1,2,1,1,1,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,1,3,1.0,False
3819163,3,1,1,1,6,0,4,2,0,2,1,1,1,1,0,0,0,0,1,1,1,1,2,2,2,2,2,1,9,9,9,9,9,2,2,1,2,2,2,2,2,2,2,2,9,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,2,1,1.0,False
8974232,3,5,5,3,7,0,6,1,0,2,2,2,2,1,1,1,1,1,2,2,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,1,3,0,0,0,0,1,2,1,2,2,4,0.75,True
7940745,1,7,7,1,7,8,7,0,0,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,9,9,1,1,1,1,2,1,1,1,1,9,2,2,9,1,4,4,4,4,4,1,4,4,4,2,9,1,0,2,0,1,0,0,0,1,1,1,3,4,1.0,False
4917645,1,2,2,1,8,2,8,0,0,1,2,2,2,2,0,0,0,0,0,0,1,1,2,1,2,2,2,1,9,1,9,9,9,2,1,1,2,2,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,3,4,15,0,0,1,0,1,3,1,1,3,3,1.0,False
5817159,1,1,1,1,24,9,24,0,0,1,8,8,15,15,2,2,3,3,8,0,1,2,1,1,2,2,2,9,1,1,9,9,9,1,1,1,2,1,2,1,1,9,1,1,2,1,1,1,1,1,4,4,4,4,1,1,9,3,0,40,0,0,0,0,1,2,1,2,1,4,1.0,True
7161180,1,1,1,5,4,0,4,0,0,2,1,1,1,1,0,0,0,0,1,1,2,1,2,2,1,2,2,1,9,9,1,9,9,2,2,2,2,1,2,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,2,1.0,False
5538019,3,7,5,7,7,10,3,4,0,1,2,2,2,2,0,0,0,0,2,2,1,1,2,1,2,2,2,1,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,10,132,2,0,2,2,2,1,2,3,4,1.0,False
4465800,3,1,1,1,3,0,0,0,3,2,1,1,1,1,0,0,0,0,1,1,1,2,2,2,1,2,2,9,9,9,1,9,9,2,2,2,2,1,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,2,2,3,2,1.0,False
5431131,3,1,1,7,2,0,2,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,2,2,2,1,2,1,2,2,2,1,2,2,1,1,2,1,2,2,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,2,1.0,False
7160161,3,2,2,1,2,1,2,0,0,1,1,1,1,1,1,1,0,0,1,1,1,2,2,1,2,2,2,9,9,1,9,9,9,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,3,0,0,0,0,1,0,1,2,2,4,1.0,True
8385863,3,3,2,7,6,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,2,1,3,1,1,2,1,1,2,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,3,1.0,True
3163994,3,6,6,5,6,1,6,0,0,1,1,1,2,2,0,0,0,0,0,0,1,1,2,2,2,2,2,1,9,9,9,9,9,2,1,2,2,2,1,1,1,9,1,1,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,3,1,1.0,False
5839191,1,3,3,1,38,12,38,0,0,1,13,13,16,16,0,0,0,0,30,17,1,2,1,1,2,2,2,9,1,1,9,9,9,2,1,1,2,1,1,2,1,9,1,1,1,1,1,1,1,2,3,4,4,4,1,2,9,7,0,33,0,10,1,10,2,4,1,1,3,4,1.0,False
9400414,3,1,1,6,2,0,0,2,0,2,1,0,1,0,0,0,0,0,0,1,1,1,2,2,2,2,2,1,9,9,9,9,9,2,1,1,2,1,1,1,1,9,1,1,2,3,0,0,0,0,0,0,0,0,0,2,9,1,0,0,0,0,0,0,0,0,2,2,3,3,0.0,False
2707692,3,19,15,7,10,5,10,0,0,1,2,2,2,2,1,1,1,1,6,6,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,2,2,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,10,10,1,0,0,2,1,1,1,1,2,4,1.0,True
7593309,3,3,3,1,3,3,3,0,0,2,4,4,4,4,0,0,0,0,4,4,1,2,2,1,2,2,2,9,9,1,9,9,9,2,1,1,2,1,1,1,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,2,1.0,False
5037828,1,1,1,1,26,8,26,0,0,1,6,6,6,6,1,1,1,1,10,10,1,1,2,1,2,2,2,1,9,1,9,9,9,2,1,1,2,1,2,2,1,9,1,1,2,1,4,4,4,4,4,4,4,4,4,2,9,1,0,30,0,1,1,1,2,3,1,1,3,4,1.0,True
2794789,3,5,5,2,17,5,12,3,2,1,1,1,2,2,0,0,1,1,1,1,1,1,2,1,2,1,2,1,9,1,9,2,9,2,1,1,3,1,1,1,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,11,1,2,2,1,1,2,3,3,1.0,True
7777322,3,2,2,1,4,1,4,0,0,1,1,1,0,0,0,0,0,0,4,3,1,2,1,1,2,2,2,9,1,1,9,9,9,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,16,4,0,0,0,2,1,1,2,2,2,3,1.0,False
6711357,2,2,2,1,19,19,19,0,0,1,10,10,8,8,1,1,1,1,8,6,1,1,2,1,2,2,2,1,9,1,9,9,9,2,1,1,1,1,2,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,3,6,9,0,1,1,0,2,3,1,1,1,4,1.0,False
7771601,3,1,0,5,2,0,0,0,2,2,2,1,2,1,0,0,0,0,0,0,1,2,2,1,2,2,2,9,9,1,9,9,9,2,1,1,2,2,2,2,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,3,2,0.5,False
6289944,3,2,1,1,3,0,1,2,0,2,1,1,1,1,0,0,0,0,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,2,3,1.0,False
3571524,3,2,2,1,4,2,1,0,3,2,1,1,1,1,0,0,0,0,1,2,1,1,2,1,2,2,1,1,2,1,2,2,1,3,1,1,2,1,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,2,3,1.0,False
1437284,2,2,2,1,8,8,8,0,0,1,2,2,2,2,0,0,0,0,10,8,1,1,2,1,2,2,1,1,9,1,9,9,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,4,4,4,4,4,4,2,9,0,0,1,0,0,1,0,0,1,1,2,2,4,1.0,False
8938624,3,3,0,5,4,1,1,3,0,2,1,1,1,1,0,0,0,0,1,1,1,1,2,2,2,2,2,1,9,9,9,9,9,2,1,1,2,1,2,2,2,2,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,2,1.0,False
6592092,3,1,1,7,2,0,2,0,0,2,1,1,1,1,0,0,0,0,2,2,1,1,2,2,2,2,2,1,9,9,9,9,9,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,0,2,2,2,3,1.0,False
8696064,2,21,21,7,29,6,29,0,0,1,2,2,14,8,6,5,4,4,0,0,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,4,4,0,9,1,0,0,20,6802,0,1,0,1,1,1,1,2,4,0.625,True
8818736,3,3,0,5,5,3,0,0,5,2,1,1,1,1,0,0,0,0,0,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,3,1.0,False
4342229,3,1,1,1,4,0,4,0,0,2,1,1,1,1,0,0,0,0,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,2,2,1.0,False
1280982,1,5,5,1,5,3,5,0,0,1,3,3,3,3,0,0,0,0,1,1,1,1,2,1,2,2,2,1,9,1,9,9,9,1,1,1,2,2,2,2,2,2,2,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,1,1.0,False
2826801,3,2,2,1,2,2,2,0,0,1,2,2,3,3,1,1,0,0,5,2,1,1,2,1,2,2,2,1,9,1,9,9,9,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,1,2,2,4,1.0,True
5811223,3,4,1,1,9,3,7,1,1,1,2,2,2,2,1,1,1,1,4,4,1,1,2,1,2,2,2,1,9,1,9,9,9,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,1,0,4,0,0,0,0,2,0,1,2,2,4,1.0,True
3602935,3,1,1,1,8,2,8,0,0,1,4,4,9,9,1,1,1,1,13,9,1,1,2,1,2,2,2,1,9,1,9,9,9,1,1,1,2,1,1,2,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,2,0,87,2,0,1,0,9,1,2,1,2,3,4,1.0,True
8336297,3,1,1,1,2,2,0,2,0,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,2,2,1.0,True
2046686,3,3,2,3,3,1,1,2,0,2,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,2,2,1,9,1,9,9,9,2,1,1,2,1,2,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,3,1.0,False
3785115,3,2,2,1,4,2,4,0,0,1,1,1,4,4,0,0,0,0,4,0,1,2,2,1,2,2,2,9,9,1,9,9,9,2,1,1,2,1,2,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,1,2,3,4,1.0,False
9766324,3,4,4,7,8,8,6,1,1,2,2,2,2,2,0,0,0,0,2,2,1,1,1,1,2,2,2,1,2,1,9,9,9,1,2,1,1,1,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,2,2,2,3,1.0,False
9300768,3,9,9,1,9,2,7,2,0,1,2,1,1,1,1,1,0,0,3,2,1,1,2,2,2,2,2,1,9,9,9,9,9,2,1,1,2,1,2,1,2,2,1,1,1,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,2,3,3,0.6666666666666666,True
1461498,3,1,0,5,3,0,0,2,1,2,1,1,1,1,0,0,0,0,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,1,2,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,2,3,1.0,False
7837399,2,2,2,1,15,4,15,0,0,1,2,2,2,2,0,0,0,0,4,4,1,1,2,2,1,2,2,1,9,9,1,9,9,1,1,1,2,1,2,2,1,9,1,1,1,2,4,4,4,1,4,1,1,4,4,2,9,0,0,1,0,0,0,0,0,1,1,2,3,4,1.0,False
8463577,3,4,2,7,5,3,4,1,0,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,9,9,1,9,9,9,2,2,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,3,3,1.0,False
7822517,1,3,3,1,3,1,3,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,2,2,2,2,2,1,9,9,9,9,9,2,1,1,2,2,2,2,1,9,2,1,2,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,3,3,1.0,True
9209057,3,2,2,1,7,1,5,0,2,2,1,1,2,2,0,0,0,0,3,6,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,2,2,0,28,0,0,0,0,1,0,0,1,2,3,3,1.0,False
7734742,3,1,1,3,2,0,2,0,0,2,1,0,1,0,0,0,0,0,1,1,1,1,2,2,2,2,2,1,9,9,9,9,9,2,1,1,2,1,2,1,1,9,1,1,2,3,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,0,2,2,2,3,0.0,False
8878023,3,2,2,1,8,7,2,6,0,2,4,2,4,2,0,0,0,0,4,4,1,2,2,1,2,2,2,9,9,1,9,9,9,3,1,1,2,1,1,1,1,9,1,1,2,3,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,1,0,2,2,1,3,0.5,False
9304658,3,1,1,5,3,0,2,1,0,2,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,9,9,1,9,9,9,2,1,1,2,1,1,2,2,2,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,2,1.0,False
2748786,2,1,1,1,9,0,6,3,0,1,4,4,2,2,1,0,0,0,8,4,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,9,2,0,1,1,0,0,0,0,0,0,1,2,2,4,1.0,False
3460589,3,1,1,2,2,1,2,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,2,2,2,2,2,1,9,9,9,9,9,2,1,1,2,1,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,1,1,1,3,3,1.0,False
5315045,3,1,0,3,4,0,3,0,1,2,0,0,1,1,0,0,0,0,0,0,1,1,2,2,2,2,2,1,9,9,9,9,9,2,2,2,2,2,2,2,1,9,1,2,9,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,1,1.0,False
8463531,3,3,3,1,3,0,3,0,0,2,1,1,1,1,0,0,0,0,0,0,2,1,2,2,2,2,2,2,9,9,9,9,9,2,2,3,2,1,2,2,1,9,2,1,2,3,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,2,2,3,5,1.0,False
5392712,3,2,2,1,9,5,5,0,4,1,0,0,16,16,0,0,0,0,0,16,1,1,1,1,2,2,2,1,1,1,9,9,9,2,1,1,1,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,12,0,0,0,1,1,1,2,1,3,3,1.0,False
9960308,2,8,8,1,8,8,8,0,0,1,2,2,2,2,2,2,2,2,4,4,1,2,2,1,2,2,2,9,9,1,9,9,9,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,4,4,4,1,2,9,1,1,1,0,1,1,0,1,2,1,2,1,3,1.0,True
6462351,2,4,4,7,8,0,8,0,0,1,1,1,2,2,0,0,0,0,6,8,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,2,3,0,1,0,0,0,0,0,0,1,2,2,3,1.0,False
